#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-23T09:57:58 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614c4eaa3bccb1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/members}&key:source=J/A+A/618/A93/members&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/members
#-order=I
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Source
#-out=GLON
#-out=GLAT
#-out=plx
#-out=pmRA
#-out=pmDE
#-out=o_Gmag
#-out=Gmag
#-out=BP-RP
#-out=PMemb
#-out=Cluster
#Cluster=NGC_2509
#-out=SimbadName
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_618_A93_members:
#Name: J/A+A/618/A93/members
#Title: Membership probabilities of all individual stars
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	SimbadName	_RA.icrs	_DE.icrs
120.19261031384	-19.05832395195	5714216222243587456	237.8420777313	  5.8385102412	    0.3825	   -2.269	    0.597	334	12.769608	 1.231574	 0.1	NGC_2509         	                            	120.19262064969	-19.05832652237
120.18106038012	-19.03492287380	5714219280260300800	237.8162790029	  5.8413599859	    0.3874	   -2.711	    0.778	342	12.767354	 1.262612	 1.0	NGC_2509         	Gaia DR2 5714219280260300800	120.18107272764	-19.03492622352
120.14909275068	-18.98797633671	5714220757729051008	237.7601710659	  5.8399594170	    0.3795	   -2.754	    0.791	340	14.802567	 0.640627	 1.0	NGC_2509         	Gaia DR2 5714220757729051008	120.14910529051	-18.98797974240
120.12334304872	-18.95210356236	5714221135686174208	237.7166417020	  5.8378050502	    0.3440	   -2.687	    0.715	336	15.962744	 0.781300	 0.9	NGC_2509         	                            	120.12335528085	-18.95210664083
120.15388352650	-19.00167139074	5714220001814808320	237.7742979192	  5.8367080188	    0.3498	   -2.520	    0.918	345	15.673484	 0.724014	 0.9	NGC_2509         	                            	120.15389500180	-19.00167534324
120.19961493315	-19.04421661176	5714216703269985792	237.8334299000	  5.8515042663	    0.4275	   -2.911	    0.657	316	17.110437	 0.942329	 0.6	NGC_2509         	                            	120.19962819234	-19.04421944051
120.15745107149	-19.00983125162	5714219555138210560	237.7830672530	  5.8353461199	    0.3183	   -2.804	    0.700	337	14.352898	 0.613169	 0.9	NGC_2509         	                            	120.15746384066	-19.00983426551
120.18986849606	-19.06381875991	5714216222243589632	237.8454394908	  5.8334383445	    0.3995	   -2.662	    0.774	353	14.728515	 0.625660	 1.0	NGC_2509         	Gaia DR2 5714216222243589632	120.18988062252	-19.06382209241
120.16312109074	-19.01828958206	5714219555138210432	237.7931317747	  5.8355263312	    0.3916	   -2.723	    0.758	357	14.900640	 0.731310	 1.0	NGC_2509         	Gaia DR2 5714219555138210432	120.16313349168	-19.01829284567
120.19502851644	-19.06926630199	5714216222243589120	237.8526664739	  5.8347689970	    0.3475	   -2.567	    0.832	352	16.637339	 0.982138	 1.0	NGC_2509         	Gaia DR2 5714216222243589120	120.19504021052	-19.06926988421
120.18739216011	-19.05903480717	5714216290963066240	237.8401086463	  5.8339283304	    0.2579	   -1.906	    1.217	351	17.149923	 0.819872	 0.7	NGC_2509         	                            	120.18740084244	-19.05904004703
120.16875164380	-19.02558444414	5714219348979779712	237.8021777534	  5.8362790526	    0.3190	   -2.832	    0.860	364	17.042550	 0.950916	 0.8	NGC_2509         	                            	120.16876454171	-19.02558814692
120.22686122922	-19.08083847876	5714215977425382656	237.8783376528	  5.8544371396	    0.3408	   -2.831	    0.712	328	16.720530	 0.907349	 0.6	NGC_2509         	                            	120.22687412687	-19.08084154432
120.17899834784	-19.05598889495	5714216290963068544	237.8333450717	  5.8287371475	    0.3995	   -2.600	    0.697	369	16.352488	 0.820703	 0.9	NGC_2509         	                            	120.17901019131	-19.05599189592
120.26920680516	-18.92592847233	5714222166478273024	237.7663107631	  5.9692554578	    0.3843	   -2.296	    1.001	312	17.993015	 0.996803	 0.1	NGC_2509         	                            	120.26921725569	-18.92593278219
120.14064383378	-19.12381773392	5714209865692273024	237.8726257056	  5.7625009322	    0.3439	   -2.696	    0.685	298	14.441528	 0.621164	 1.0	NGC_2509         	Gaia DR2 5714209865692273024	120.14065611958	-19.12382068323
120.17096360629	-19.03621503395	5714219280260304896	237.8123978779	  5.8325360084	    0.4424	   -2.762	    0.787	362	16.352484	 0.833088	 1.0	NGC_2509         	Gaia DR2 5714219280260304896	120.17097618620	-19.03621842242
120.18893007756	-19.06588931658	5714216222243590912	237.8467531225	  5.8316036593	    0.3720	   -2.652	    0.737	379	13.816867	 0.645720	 1.0	NGC_2509         	Gaia DR2 5714216222243590912	120.18894215862	-19.06589248977
120.14963203037	-19.10500918391	5714210174929905536	237.8609184025	  5.7795365262	    0.3744	   -2.775	    0.769	329	13.692442	 0.704908	 1.0	NGC_2509         	Gaia DR2 5714210174929905536	120.14964467474	-19.10501249488
120.18457413383	-19.05850889936	5714216290963067264	237.8382642928	  5.8319271832	    0.3313	   -2.739	    0.795	341	11.780234	 1.390437	 1.0	NGC_2509         	Gaia DR2 5714216290963067264	120.18458661066	-19.05851232228
120.16991144501	-19.03960118484	5714219245900567680	237.8147850087	  5.8299253195	    0.3900	   -2.692	    0.782	341	14.063981	 0.605993	 1.0	NGC_2509         	Gaia DR2 5714219245900567680	120.16992370634	-19.03960455178
120.23252170341	-19.00788593456	5714216870774421376	237.8185149377	  5.8969747783	    0.4303	   -2.836	    0.879	369	17.581910	 1.085346	 0.6	NGC_2509         	                            	120.23253461816	-19.00788971914
120.18661028475	-19.07250916293	5714216222243593216	237.8512893388	  5.8262872345	    0.4373	   -2.680	    0.754	381	15.133969	 0.741709	 1.0	NGC_2509         	Gaia DR2 5714216222243593216	120.18662249385	-19.07251240932
120.16704509536	-19.06751989711	5714216187883860224	237.8373371940	  5.8130900500	    0.3732	   -2.610	    0.806	341	14.691010	 0.664438	 1.0	NGC_2509         	Gaia DR2 5714216187883860224	120.16705698520	-19.06752336739
120.31968589871	-19.04668954796	5714217012517714688	237.8949575520	  5.9471197188	    0.3537	   -2.784	    0.655	292	15.017637	 0.645232	 1.0	NGC_2509         	Gaia DR2 5714217012517714688	120.31969857962	-19.04669236810
120.17958022433	-19.07458281607	5714216119164380800	237.8495950462	  5.8195342243	    0.4009	   -2.704	    0.766	378	14.454261	 0.591097	 1.0	NGC_2509         	Gaia DR2 5714216119164380800	120.17959254292	-19.07458611413
120.16277809076	-19.04183279118	5714219245900571520	237.8131756663	  5.8230053683	    0.3436	   -2.801	    0.741	364	13.905951	 0.687005	 0.9	NGC_2509         	                            	120.16279084873	-19.04183598160
120.19136454078	-19.18367044709	5714208663101422464	237.9490542306	  5.7722815002	    0.3616	   -2.570	    0.682	335	14.599486	 0.636587	 0.9	NGC_2509         	                            	120.19137625664	-19.18367338348
120.17564109735	-19.15694495681	5714208972339067392	237.9183482134	  5.7735060445	    0.3879	   -2.656	    0.891	303	14.925287	 0.659636	 1.0	NGC_2509         	Gaia DR2 5714208972339067392	120.17565320329	-19.15694879306
120.04773302981	-19.06924407867	5714213778400440320	237.7799039032	  5.7158599771	    0.3268	   -2.797	    0.843	327	17.394234	 1.182953	 0.6	NGC_2509         	                            	120.04774577167	-19.06924770825
120.17961796918	-19.05819327639	5714216290953163392	237.8355437449	  5.8280906295	    0.3313	   -2.781	    0.734	343	17.734941	 1.129198	 0.8	NGC_2509         	                            	120.17963063730	-19.05819643667
120.13466013867	-19.00377340438	5714220379771938048	237.7666036666	  5.8200891692	    0.3697	   -2.915	    0.632	336	16.181370	 0.832025	 0.7	NGC_2509         	                            	120.13467341285	-19.00377612549
120.14565161025	-19.10635616023	5714210174929908480	237.8601086711	  5.7756235116	    0.3798	   -2.622	    0.679	321	15.445691	 0.697068	 0.7	NGC_2509         	                            	120.14566355756	-19.10635908370
120.17697876743	-19.07613302404	5714216119164382592	237.8496402217	  5.8166280435	    0.3296	   -2.704	    0.782	332	12.621222	 1.053297	 0.9	NGC_2509         	                            	120.17699108613	-19.07613639098
120.31785023922	-19.00657249886	5714217420530237696	237.8596189754	  5.9665368251	    0.2710	   -2.902	    1.125	333	13.327341	 1.298556	 0.3	NGC_2509         	                            	120.31786345442	-19.00657734261
120.13078892963	-19.00641531936	5714220345412202112	237.7669595554	  5.8155890208	    0.2854	   -2.617	    0.835	338	16.408817	 0.852923	 0.9	NGC_2509         	                            	120.13080084698	-19.00641891450
120.11436020067	-19.03576286732	5714219447758953344	237.7840440213	  5.7870650766	    0.2717	   -2.572	    0.636	362	17.702204	 1.151871	 0.5	NGC_2509         	                            	120.11437191516	-19.03576560565
120.17541859389	-19.07051184543	5714216119164381568	237.8440436077	  5.8182928471	    0.3762	   -2.411	    0.620	329	11.381991	 1.550592	 0.3	NGC_2509         	                            	120.17542957739	-19.07051451487
120.16288315341	-19.07609897415	5714216153524123520	237.8426457999	  5.8052682642	    0.4681	   -2.505	    0.942	347	17.262655	 0.984808	 0.7	NGC_2509         	                            	120.16289456552	-19.07610302998
120.13662540661	-18.97922738643	5714220822146885248	237.7464973852	  5.8344371637	    0.3406	   -2.686	    0.729	320	17.676329	 1.103951	 0.4	NGC_2509         	                            	120.13663763617	-18.97923052518
120.10697787273	-18.98790483554	5714220620290111104	237.7393015573	  5.8059763956	    0.3507	   -2.770	    0.915	361	16.286100	 0.843165	 0.8	NGC_2509         	                            	120.10699048541	-18.98790877512
120.20133335636	-19.05784833161	5714216252303287808	237.8459816042	  5.8457987611	    0.3293	   -2.701	    0.737	336	14.018825	 0.609198	 0.9	NGC_2509         	                            	120.20134566004	-19.05785150480
120.15989871894	-19.14119486194	5714209796972790528	237.8970526822	  5.7689996214	    0.3934	   -2.669	    0.679	281	17.606680	 1.094660	 0.8	NGC_2509         	                            	120.15991088298	-19.14119778541
120.29500121137	-19.03716270853	5714217253035892224	237.8745612643	  5.9321637915	    0.2788	   -2.835	    0.866	360	17.126156	 0.831362	 0.8	NGC_2509         	                            	120.29501412384	-19.03716643714
120.19102091146	-19.08134886014	5714215908705903360	237.8610575983	  5.8252480070	    0.3593	   -2.880	    0.801	369	16.238955	 0.816909	 0.8	NGC_2509         	                            	120.19103403238	-19.08135230889
120.16580757501	-19.08676320676	5714216080504594560	237.8532457833	  5.8020818288	    0.4273	   -2.730	    0.675	352	15.759162	 0.726217	 0.8	NGC_2509         	                            	120.16582001296	-19.08676611301
120.14085083346	-19.05550703489	5714219177181102976	237.8140818025	  5.7981908069	    0.3412	   -2.674	    0.820	336	11.433358	 1.564273	 0.9	NGC_2509         	                            	120.14086301397	-19.05551056545
120.14923035244	-19.13714161795	5714209796972796416	237.8883041561	  5.7625000701	    0.3663	   -2.409	    1.070	316	17.216839	 1.027843	 0.3	NGC_2509         	                            	120.14924133125	-19.13714622489
120.13140673738	-19.04124612323	5714219417699271168	237.7971720954	  5.7979801583	    0.3529	   -2.884	    0.814	349	15.757434	 0.742695	 0.6	NGC_2509         	                            	120.13141987335	-19.04124962795
120.13628483050	-19.04388855213	5714219417699270656	237.8018506651	  5.8005452257	    0.3895	   -2.459	    0.911	352	14.946885	 0.713896	 0.7	NGC_2509         	                            	120.13629603087	-19.04389247449
120.11448323824	-19.02005999340	5714220242332993152	237.7706211063	  5.7953266491	    0.2768	   -2.789	    0.768	335	15.247709	 0.685536	 0.7	NGC_2509         	                            	120.11449593989	-19.02006330007
120.29480021108	-19.03861066771	5714217253035892864	237.8757045043	  5.9312474679	    0.4497	   -3.078	    0.629	368	17.519030	 1.116070	 0.2	NGC_2509         	                            	120.29481423045	-19.03861337590
120.20736790329	-19.09392806855	5714215839986428160	237.8799356842	  5.8318946128	    0.3190	   -2.066	    1.098	352	16.635454	 1.265314	 0.2	NGC_2509         	                            	120.20737731645	-19.09393279605
120.14272007937	-19.12261199327	5714209865692270976	237.8726160012	  5.7648035109	    0.3771	   -2.370	    0.914	314	17.986305	 1.172667	 0.3	NGC_2509         	                            	120.14273087949	-19.12261592855
120.18021242030	-19.18007052682	5714208731820904576	237.9404553609	  5.7651604676	    0.4118	   -2.598	    0.681	328	16.917658	 0.932262	 0.6	NGC_2509         	                            	120.18022426354	-19.18007345890
120.30572655485	-19.06808901041	5714215500689239552	237.9064119202	  5.9247093164	    0.4148	   -2.588	    0.763	350	16.075680	 0.779685	 0.8	NGC_2509         	                            	120.30573834452	-19.06809229555
120.35867893042	-19.16019320534	5714202375269186176	238.0116561482	  5.9194134135	    0.3106	   -2.615	    0.749	326	16.262200	 0.817268	 0.6	NGC_2509         	                            	120.35869084972	-19.16019643020
120.12763102800	-19.04693063746	5714219383339534976	237.8001878485	  5.7919760082	    0.3656	   -2.728	    0.745	374	13.395605	 0.733062	 1.0	NGC_2509         	Gaia DR2 5714219383339534976	120.12764345385	-19.04693384510
120.09439342946	-18.99392593865	5714220517210900864	237.7382567074	  5.7926808848	    0.3096	   -2.707	    0.786	367	15.167852	 0.670853	 1.0	NGC_2509         	Gaia DR2 5714220517210900864	120.09440575573	-18.99392932282
120.11534516302	-19.03647778956	5714219452059012608	237.7851443655	  5.7874888811	    0.3888	   -2.497	    0.667	358	15.594028	 0.762867	 0.6	NGC_2509         	                            	120.11535653597	-19.03648066137
120.31147287180	-19.07246651789	5714215431969761536	237.9130129954	  5.9270647476	    0.3415	   -2.675	    0.859	345	14.088829	 0.582268	 0.9	NGC_2509         	                            	120.31148505812	-19.07247021636
120.17573613152	-19.03593866324	5714219280260302720	237.8145194142	  5.8365329945	    0.3546	   -3.016	    0.875	343	15.745770	 0.834165	 0.6	NGC_2509         	                            	120.17574986828	-19.03594243060
120.14615255100	-19.14172211108	5714209762613061632	237.8907161587	  5.7576342389	    0.3381	   -2.781	    0.725	307	17.090107	 0.975706	 0.8	NGC_2509         	                            	120.14616522552	-19.14172523261
120.17205675647	-19.04489994594	5714219245900567936	237.8203944046	  5.8289013159	    0.3289	   -2.718	    0.811	373	15.739258	 0.723677	 1.0	NGC_2509         	Gaia DR2 5714219245900567936	120.17206913662	-19.04490343775
120.34965426409	-19.12619419392	5714203302982116096	237.9780180831	  5.9298611519	    0.3858	   -2.510	    0.186	337	16.127502	 0.791925	 0.1	NGC_2509         	                            	120.34966570244	-19.12619499475
120.13310713245	-19.09146284790	5714210243649134208	237.8411268613	  5.7732432643	    0.3932	   -1.766	    0.826	310	15.372232	 0.676831	 0.1	NGC_2509         	                            	120.13311517862	-19.09146640429
120.31889345600	-18.96033337100	5714218863643408768	237.8204485198	  5.9914637812	    0.3167	   -2.684	    0.475	326	17.885254	 1.142683	 0.1	NGC_2509         	                            	120.31890567507	-18.96033541614
120.27314294138	-19.13495340518	5714203092523487488	237.9476705618	  5.8635985931	    0.4116	   -2.682	    0.580	251	17.189217	 0.897131	 0.8	NGC_2509         	                            	120.27315516420	-19.13495590240
120.17395485553	-19.10388543663	5714210003122616960	237.8719698535	  5.7997503580	    0.3490	   -2.795	    0.769	266	14.861648	 0.709870	 1.0	NGC_2509         	Gaia DR2 5714210003122616960	120.17396759094	-19.10388874760
120.09237512668	-19.02864170170	5714214332458000128	237.7670721473	  5.7730104593	    0.3590	   -2.669	    0.781	341	13.862112	 0.693539	 1.0	NGC_2509         	Gaia DR2 5714214332458000128	120.09238728245	-19.02864506434
120.07568138294	-18.99554261276	5714220551570643456	237.7304049808	  5.7767235112	    0.3020	   -2.723	    0.689	339	13.776393	 0.725454	 0.8	NGC_2509         	                            	120.07569378218	-18.99554557929
120.15770110657	-19.15589035544	5714209006698816000	237.9085816898	  5.7595820750	    0.3541	   -2.706	    0.775	311	13.965870	 0.610457	 0.9	NGC_2509         	                            	120.15771344033	-19.15589369225
120.09965832552	-19.02968100521	5714220207973259520	237.7715610286	  5.7783527463	    0.4464	   -2.582	    1.530	365	16.804056	 1.157206	 0.2	NGC_2509         	                            	120.09967008513	-19.02968759271
120.14166220125	-19.14954050350	5714209762613067136	237.8952102084	  5.7499447552	    0.2950	   -2.597	   -0.017	319	16.769299	 0.935945	 0.1	NGC_2509         	                            	120.14167403774	-19.14954043031
120.09516009863	-19.02816503286	5714220207973260288	237.7680379973	  5.7755075352	    0.3283	   -2.692	    0.745	344	13.631880	 0.685127	 1.0	NGC_2509         	Gaia DR2 5714220207973260288	120.09517235912	-19.02816824050
120.08748848252	-19.03624481261	5714214332458002560	237.7711883215	  5.7651126443	    0.3613	   -2.598	    1.004	331	17.283268	 0.945433	 0.7	NGC_2509         	                            	120.08750031547	-19.03624913539
120.11055222469	-19.07000487798	5714213267306113024	237.8115650782	  5.7661908076	    0.3661	   -2.697	    0.804	381	15.110092	 0.662172	 1.0	NGC_2509         	Gaia DR2 5714213267306113024	120.11056451105	-19.07000833965
120.26217841012	-19.08621814954	5714215535049006336	237.9004219882	  5.8801333225	    0.3449	   -2.692	    0.658	327	12.766703	 1.219740	 0.9	NGC_2509         	                            	120.26219067490	-19.08622098260
120.11136672030	-19.07446414388	5714213267306113536	237.8157960571	  5.7645303607	    0.3021	   -2.357	    1.319	349	16.704117	 0.865091	 0.2	NGC_2509         	                            	120.11137745806	-19.07446982291
120.07207995405	-19.00887112095	5714220482851169792	237.7400734768	  5.7668893899	    0.3450	   -2.715	    0.747	326	14.091821	 0.599761	 1.0	NGC_2509         	Gaia DR2 5714220482851169792	120.07209231785	-19.00887433720
120.12286577724	-19.08411311123	5714213198586635520	237.8297589391	  5.7687975310	    0.3184	   -2.726	    0.671	331	15.991977	 0.767427	 0.9	NGC_2509         	                            	120.12287819677	-19.08411600026
120.22722262056	-19.06426815876	5714216359682742400	237.8642931039	  5.8633533142	    0.3695	   -2.684	    0.710	331	13.425581	 0.747278	 1.0	NGC_2509         	Gaia DR2 5714216359682742400	120.22723484727	-19.06427121570
120.28244178732	-19.05811833554	5714215706847677440	237.8863307536	  5.9111154995	    0.3877	   -2.667	    0.713	336	14.980635	 0.641802	 1.0	NGC_2509         	Gaia DR2 5714215706847677440	120.28245393614	-19.05812140540
120.06669839143	-19.04139784544	5714214366817746432	237.7653501882	  5.7456435328	    0.2791	   -2.454	    1.669	370	15.263157	 0.560828	 0.1	NGC_2509         	                            	120.06670956886	-19.04140503141
120.21121790355	-19.10339940236	5714215084070456704	237.8899686081	  5.8300721979	    0.4502	   -2.603	    0.794	346	15.990526	 0.776469	 1.0	NGC_2509         	Gaia DR2 5714215084070456704	120.21122976408	-19.10340282097
120.10692519507	-19.08616759427	5714213164226900864	237.8236516428	  5.7548607613	    0.3173	   -2.713	    0.809	356	15.914901	 0.764162	 1.0	NGC_2509         	Gaia DR2 5714213164226900864	120.10693755552	-19.08617107746
120.32713850541	-19.10089521058	5714203573555554048	237.9451633568	  5.9248891146	    0.3055	   -2.870	    0.657	343	16.142756	 0.793131	 0.7	NGC_2509         	                            	120.32715158232	-19.10089803933
120.29035524395	-19.07312752208	5714215466329510144	237.9031283141	  5.9096835832	    0.3989	   -2.907	    0.651	325	17.460693	 1.037817	 0.6	NGC_2509         	                            	120.29036848723	-19.07313032500
120.19865769902	-19.25004998112	5714196053077464064	238.0096237715	  5.7436122241	    0.3770	   -2.649	    0.755	303	14.496202	 0.630224	 1.0	NGC_2509         	Gaia DR2 5714196053077464064	120.19866977989	-19.25005323181
120.22125508391	-19.16031063444	5714208834900087040	237.9437760887	  5.8085470811	    0.3583	   -2.791	    0.849	331	16.800291	 0.925707	 0.9	NGC_2509         	                            	120.22126780544	-19.16031428986
120.13263622674	-19.14924318298	5714209384655951744	237.8904981483	  5.7428166916	    0.3955	   -2.634	    1.566	287	17.060213	 0.817720	 0.2	NGC_2509         	                            	120.13264823185	-19.14924992548
120.26140924435	-19.04349512533	5714216497121665408	237.8633725916	  5.9017570853	    0.3790	   -2.724	    0.718	350	15.658619	 0.730141	 1.0	NGC_2509         	Gaia DR2 5714216497121665408	120.26142165173	-19.04349821672
120.18362173946	-19.10492741394	5714215809926976512	237.8776409966	  5.8070092280	    0.3523	   -2.647	    0.771	343	13.752466	 0.722808	 1.0	NGC_2509         	Gaia DR2 5714215809926976512	120.18363380058	-19.10493073352
120.29128829739	-19.11209823894	5714203509140569600	237.9370340821	  5.8901377449	    0.2544	   -2.972	    0.530	341	16.223066	 0.742213	 0.2	NGC_2509         	                            	120.29130183997	-19.11210052088
120.20287471870	-19.13919733270	5714209109777996800	237.9165710901	  5.8047106155	    0.3567	   -2.783	    0.681	319	15.345334	 0.747804	 0.9	NGC_2509         	                            	120.20288740214	-19.13920026478
120.16100823134	-18.99084816744	5714220001814802688	237.7685260603	  5.8480902867	    0.3737	   -2.753	    0.777	332	13.782498	 1.166199	 1.0	NGC_2509         	Gaia DR2 5714220001814802688	120.16102076683	-18.99085151286
120.06111592426	-19.09282523934	5714213026787956992	237.8067571784	  5.7144158645	    0.4608	   -3.021	    1.643	325	15.102614	 0.679976	 0.1	NGC_2509         	                            	120.06112968852	-19.09283231337
120.28222690671	-18.90405695540	5714222269557942144	237.7539805999	  5.9911572759	    0.2908	   -2.652	    0.730	272	17.126764	 1.077160	 0.4	NGC_2509         	                            	120.28223897603	-18.90406009846
120.34282465125	-19.00449217274	5714217734072478976	237.8702025287	  5.9877760299	    0.3875	   -2.776	    0.749	344	16.017418	 0.782127	 0.7	NGC_2509         	                            	120.34283729251	-19.00449539760
120.09115553768	-19.13017229881	5714209693893334144	237.8536488484	  5.7192572951	    0.3834	   -2.658	    0.716	294	14.284509	 0.623204	 1.0	NGC_2509         	Gaia DR2 5714209693893334144	120.09116765078	-19.13017538159
120.32581169199	-18.97721159015	5714218588761372288	237.8383619585	  5.9882571874	    0.3442	   -2.770	    0.702	313	14.985528	 0.651040	 0.9	NGC_2509         	                            	120.32582430386	-18.97721461265
120.08023530274	-19.10631570766	5714212751910048384	237.8277760903	  5.7228418251	    0.3301	   -3.005	    1.180	318	13.019706	 1.338743	 0.4	NGC_2509         	                            	120.08024899521	-19.10632078822
120.04670187686	-19.06551002186	5714213851421677184	237.7761884457	  5.7169669175	    0.4441	   -2.572	    0.705	306	17.217262	 0.989504	 0.5	NGC_2509         	                            	120.04671359345	-19.06551305728
120.26431207336	-19.06584088487	5714215638128211968	237.8839882866	  5.8924651122	    0.3379	   -2.759	    0.768	295	12.907934	 1.247069	 1.0	NGC_2509         	Gaia DR2 5714215638128211968	120.26432464185	-19.06584419154
120.27489516028	-19.08251274149	5714215363250305152	237.9035330350	  5.8923227067	    0.3236	   -2.650	    0.771	319	17.110167	 0.979563	 0.9	NGC_2509         	                            	120.27490723344	-19.08251606107
120.11965437500	-18.90958354011	5714409014733642624	237.6783020611	  5.8569219337	    0.3468	   -2.908	    0.931	353	14.041775	 0.648332	 0.3	NGC_2509         	                            	120.11966760982	-18.90958754858
120.10518518502	-18.93663547351	5714408804275744000	237.6943859129	  5.8311704646	    0.3455	   -2.558	    0.780	326	16.295914	 0.863732	 0.9	NGC_2509         	                            	120.10519682882	-18.93663883184
120.08897758326	-18.90003045400	5714409255252062720	237.6549390172	  5.8370883136	    0.3274	   -2.771	    0.760	338	16.861341	 0.962645	 0.7	NGC_2509         	                            	120.08899019385	-18.90003372622
120.05822679216	-18.95889136160	5714408327538920704	237.6903087259	  5.7816581391	    0.3491	   -2.530	    0.669	357	16.849585	 1.007088	 0.6	NGC_2509         	                            	120.05823831004	-18.95889424202
120.06969538275	-18.92123900014	5714409113513436416	237.6636313196	  5.8104842790	    0.2797	   -2.264	    1.244	366	17.960018	 1.125015	 0.1	NGC_2509         	                            	120.06970568733	-18.92124435625
120.10682643805	-18.92199645960	5714408980373914496	237.6826240829	  5.8401035748	    0.4677	   -2.734	    0.709	338	16.574150	 0.878942	 0.8	NGC_2509         	                            	120.10683888189	-18.92199951224
120.21487177158	-18.85334638220	5714411110677640448	237.6770954619	  5.9631201520	    0.4414	   -2.980	    0.903	304	17.885574	 1.310560	 0.3	NGC_2509         	                            	120.21488532954	-18.85335027012
120.04397144177	-18.98468499711	5714402417663936512	237.7054257973	  5.7567416422	    0.3293	   -2.832	    0.731	351	16.311745	 0.829578	 0.7	NGC_2509         	                            	120.04398433651	-18.98468814447
120.08138951981	-18.91777294147	5714409079153712768	237.6664300930	  5.8217375769	    0.3470	   -2.773	    0.738	341	15.498461	 0.730462	 0.9	NGC_2509         	                            	120.08140214084	-18.91777611897
120.09668034034	-18.88328671871	5714410041226520576	237.6443629176	  5.8520138315	    0.4562	   -2.546	    0.791	350	17.474432	 1.070402	 0.4	NGC_2509         	                            	120.09669192582	-18.88329012440
120.11010101505	-18.88920217777	5714409289611814144	237.6560757193	  5.8597903312	    0.3074	   -2.823	    0.516	291	17.096525	 1.005106	 0.3	NGC_2509         	                            	120.11011386146	-18.88920439944
120.34686415553	-18.91810244083	5714594351162455936	237.7980573238	  6.0360455400	    0.2915	   -2.557	    0.820	329	16.896673	 0.969248	 0.5	NGC_2509         	                            	120.34687579348	-18.91810597139
120.30046245004	-18.89548114575	5714597611035070848	237.7556496089	  6.0103519319	    0.2940	   -2.720	    0.929	297	16.885635	 0.925877	 0.4	NGC_2509         	                            	120.30047482820	-18.89548514561

